Country,hotel,is_canceled,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,iso_code,market_segment,distribution_channel,previous_cancellations,customer_type,adr
Denmark,"Resort Hotel",1,2017,April,16,2,5,2,0,0,DNK,"Online TA",TA/TO,0,Transient,84
Portugal,"Resort Hotel",1,2017,April,16,2,5,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,68
France,"Resort Hotel",1,2017,April,16,2,5,2,0,0,FRA,"Online TA",TA/TO,0,Transient,60
Portugal,"Resort Hotel",1,2017,April,16,2,5,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,80
"United Kingdom","Resort Hotel",1,2017,April,16,2,5,2,1,0,GBR,"Online TA",TA/TO,0,Transient,150
Portugal,"Resort Hotel",1,2017,April,16,2,5,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,68
Portugal,"Resort Hotel",1,2017,April,16,2,5,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,80
France,"Resort Hotel",1,2017,April,16,2,5,2,0,0,FRA,"Online TA",TA/TO,0,Transient,75
"United Kingdom","Resort Hotel",1,2017,April,16,2,5,2,2,0,GBR,"Online TA",TA/TO,0,Transient,178
Portugal,"Resort Hotel",1,2017,April,16,2,5,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,80
Portugal,"Resort Hotel",1,2017,April,16,2,5,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,80
Portugal,"Resort Hotel",1,2017,April,16,1,0,3,0,0,PRT,"Online TA",TA/TO,0,Transient,117
Portugal,"Resort Hotel",1,2017,April,16,1,0,2,0,0,PRT,"Online TA",TA/TO,0,Transient,54
France,"Resort Hotel",1,2017,April,16,1,0,2,0,0,FRA,"Online TA",TA/TO,0,Transient,60
Portugal,"Resort Hotel",1,2017,April,16,1,0,2,0,0,PRT,"Online TA",TA/TO,0,Transient,54
Brazil,"Resort Hotel",1,2017,April,17,1,0,2,0,0,BRA,"Online TA",TA/TO,0,Transient,90
Switzerland,"Resort Hotel",1,2017,April,17,1,0,1,0,0,CHE,"Online TA",TA/TO,0,Transient,51
Brazil,"Resort Hotel",1,2017,April,17,1,0,2,0,0,BRA,"Online TA",TA/TO,0,Transient,75
Switzerland,"Resort Hotel",1,2017,April,17,1,0,2,0,0,CHE,"Online TA",TA/TO,0,Transient,60
Switzerland,"Resort Hotel",1,2017,April,17,1,0,2,0,0,CHE,"Online TA",TA/TO,0,Transient,60
Portugal,"Resort Hotel",1,2017,April,17,1,1,2,0,0,PRT,"Online TA",TA/TO,0,Transient,117
Portugal,"Resort Hotel",1,2017,April,17,1,1,2,0,0,PRT,"Online TA",TA/TO,0,Transient,54
Portugal,"Resort Hotel",1,2017,April,17,1,1,2,0,0,PRT,"Online TA",TA/TO,0,Transient,54
Portugal,"Resort Hotel",1,2017,April,17,1,1,2,0,0,PRT,"Online TA",TA/TO,0,Transient,117
Portugal,"Resort Hotel",1,2017,April,17,1,1,2,0,0,PRT,"Online TA",TA/TO,0,Transient,54
Ireland,"Resort Hotel",1,2017,April,17,1,3,2,0,0,IRL,"Online TA",TA/TO,0,Transient,81
Spain,"Resort Hotel",1,2017,April,17,1,3,2,0,0,ESP,"Online TA",TA/TO,0,Transient,75
"United Kingdom","Resort Hotel",1,2017,April,17,1,3,2,0,0,GBR,"Online TA",TA/TO,0,Transient,75
"United Kingdom","Resort Hotel",1,2017,April,17,1,3,2,0,0,GBR,"Online TA",TA/TO,0,Transient,75
Portugal,"Resort Hotel",1,2017,April,17,1,4,2,0,0,PRT,"Online TA",TA/TO,0,Transient,105
Portugal,"Resort Hotel",1,2017,April,17,1,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,75
Germany,"Resort Hotel",1,2017,April,17,1,5,2,1,0,DEU,"Online TA",TA/TO,0,Transient,178
Germany,"Resort Hotel",1,2017,April,17,1,5,2,1,0,DEU,"Online TA",TA/TO,0,Transient,110
"United Kingdom","Resort Hotel",1,2017,April,17,3,6,2,0,0,GBR,"Online TA",TA/TO,0,Transient,72
Portugal,"Resort Hotel",1,2017,April,18,0,3,2,0,0,PRT,"Online TA",TA/TO,0,Transient,100
Portugal,"Resort Hotel",1,2017,April,18,0,4,2,0,0,PRT,"Online TA",TA/TO,0,Transient,54
France,"Resort Hotel",1,2017,April,18,0,4,2,0,0,FRA,"Online TA",TA/TO,0,Transient,107
Spain,"Resort Hotel",1,2017,April,18,0,5,3,1,0,ESP,"Online TA",TA/TO,0,Transient,223
France,"Resort Hotel",1,2017,April,18,0,4,2,0,0,FRA,"Online TA",TA/TO,0,Transient,75
Portugal,"Resort Hotel",1,2017,April,18,2,5,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,72
Portugal,"Resort Hotel",1,2017,April,18,2,5,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,72
Denmark,"Resort Hotel",1,2017,April,18,2,5,2,0,0,DNK,"Online TA",TA/TO,0,Transient,131
Portugal,"Resort Hotel",1,2017,April,18,2,5,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,72
Portugal,"Resort Hotel",1,2017,April,18,2,5,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,72
"United Kingdom","Resort Hotel",1,2017,April,18,2,5,2,0,0,GBR,"Online TA",TA/TO,0,Transient,94
Portugal,"Resort Hotel",1,2017,April,19,0,1,1,0,0,PRT,Corporate,Corporate,0,Transient,45
Spain,"Resort Hotel",1,2017,April,19,0,1,2,0,0,ESP,"Online TA",TA/TO,0,Transient,90
"United States","Resort Hotel",1,2017,April,19,0,2,2,0,0,USA,"Online TA",TA/TO,0,Transient,100
Portugal,"Resort Hotel",1,2017,April,19,0,3,2,0,0,PRT,"Online TA",TA/TO,0,Transient,54
Spain,"Resort Hotel",1,2017,April,19,0,4,2,0,0,ESP,"Online TA",TA/TO,0,Transient,110
Spain,"Resort Hotel",1,2017,April,20,0,1,2,0,0,ESP,"Online TA",TA/TO,0,Transient,115
Portugal,"Resort Hotel",1,2017,April,20,0,2,1,0,0,PRT,Corporate,Corporate,0,Transient-Party,50
Portugal,"Resort Hotel",1,2017,April,20,0,2,1,0,0,PRT,Corporate,Corporate,0,Transient-Party,50
Spain,"Resort Hotel",1,2017,April,20,0,3,2,0,0,ESP,"Online TA",TA/TO,0,Transient,60
Portugal,"Resort Hotel",1,2017,April,20,1,3,1,0,0,PRT,Groups,Corporate,0,Transient-Party,85
Ireland,"Resort Hotel",1,2017,April,20,2,3,2,0,0,IRL,"Online TA",TA/TO,0,Transient,96
Ireland,"Resort Hotel",1,2017,April,20,2,3,2,0,0,IRL,"Online TA",TA/TO,0,Transient,96
Portugal,"Resort Hotel",1,2017,April,20,2,3,2,0,0,PRT,"Online TA",TA/TO,0,Transient,78
Portugal,"Resort Hotel",0,2017,April,21,0,1,2,0,0,PRT,Complementary,Direct,0,Transient,0
Portugal,"Resort Hotel",1,2017,April,21,0,1,1,0,0,PRT,Complementary,Direct,0,Transient,0
France,"Resort Hotel",1,2017,April,21,0,1,2,0,0,FRA,"Online TA",TA/TO,0,Transient,60
France,"Resort Hotel",1,2017,April,21,0,1,2,0,0,FRA,"Online TA",TA/TO,0,Transient,60
Portugal,"Resort Hotel",1,2017,April,21,1,2,2,2,0,PRT,"Online TA",TA/TO,0,Transient,185
"United Kingdom","Resort Hotel",1,2017,April,21,2,2,2,0,0,GBR,"Online TA",TA/TO,0,Transient,100
Finland,"Resort Hotel",1,2017,April,21,2,2,2,0,0,FIN,"Online TA",TA/TO,0,Transient,81
Portugal,"Resort Hotel",1,2017,April,21,2,2,1,0,0,PRT,"Online TA",Direct,0,Transient,72
Ireland,"Resort Hotel",1,2017,April,21,2,7,2,0,0,IRL,"Online TA",TA/TO,0,Transient,80
Ireland,"Resort Hotel",1,2017,April,21,2,7,2,0,0,IRL,"Online TA",TA/TO,0,Transient,70
Portugal,"Resort Hotel",0,2017,April,21,4,7,2,0,0,PRT,"Online TA",Direct,0,Transient,85
Italy,"Resort Hotel",1,2017,April,22,2,1,2,0,0,ITA,"Online TA",TA/TO,0,Transient,54
Portugal,"Resort Hotel",1,2017,April,22,2,1,2,0,0,PRT,"Online TA",TA/TO,0,Transient,81
Portugal,"Resort Hotel",1,2017,April,22,2,5,1,0,0,PRT,"Online TA",TA/TO,0,Transient,35
Ireland,"Resort Hotel",1,2017,April,22,2,5,2,0,0,IRL,Direct,Direct,0,Transient,71
Portugal,"Resort Hotel",1,2017,April,22,2,5,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Contract,41
Portugal,"Resort Hotel",1,2017,April,22,2,5,2,0,0,PRT,Groups,Corporate,0,Transient-Party,116
Portugal,"Resort Hotel",1,2017,April,22,2,5,2,0,0,PRT,Groups,Corporate,0,Transient-Party,89
Portugal,"Resort Hotel",1,2017,April,22,2,5,1,0,0,PRT,"Offline TA/TO",TA/TO,0,Contract,34
Portugal,"Resort Hotel",1,2017,April,22,2,5,3,0,0,PRT,Groups,Corporate,0,Transient-Party,158
Portugal,"Resort Hotel",1,2017,April,22,2,5,2,0,0,PRT,Groups,Corporate,0,Transient-Party,89
Norway,"Resort Hotel",1,2017,April,22,2,5,2,2,0,NOR,"Online TA",TA/TO,0,Transient,166
Portugal,"Resort Hotel",1,2017,April,22,2,5,2,0,0,PRT,Groups,Corporate,0,Transient-Party,89
Portugal,"Resort Hotel",1,2017,April,22,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,52
Portugal,"Resort Hotel",1,2017,April,22,2,5,2,0,0,PRT,Groups,Corporate,0,Transient-Party,116
Ireland,"Resort Hotel",1,2017,April,22,2,5,2,0,0,IRL,Direct,Direct,0,Transient,71
Portugal,"Resort Hotel",1,2017,April,22,2,5,3,0,0,PRT,Groups,Corporate,0,Transient-Party,158
Portugal,"Resort Hotel",1,2017,April,22,2,5,3,0,0,PRT,Groups,Corporate,0,Transient-Party,158
Portugal,"Resort Hotel",1,2017,April,22,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,52
Portugal,"Resort Hotel",1,2017,April,22,2,5,3,0,0,PRT,Groups,Corporate,0,Transient-Party,158
Portugal,"Resort Hotel",1,2017,April,22,2,5,3,0,0,PRT,Groups,Corporate,0,Transient-Party,158
Portugal,"Resort Hotel",1,2017,April,22,2,5,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,49
Norway,"Resort Hotel",1,2017,April,22,2,5,2,0,0,NOR,"Online TA",TA/TO,0,Transient,60
Portugal,"Resort Hotel",1,2017,April,22,2,5,2,0,0,PRT,Groups,Corporate,0,Transient-Party,89
Portugal,"Resort Hotel",1,2017,April,22,2,5,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Contract,69
Portugal,"Resort Hotel",1,2017,April,22,2,5,2,0,0,PRT,Groups,Corporate,0,Transient-Party,116
Portugal,"Resort Hotel",1,2017,April,23,1,0,1,0,0,PRT,Groups,TA/TO,0,Transient-Party,74
Portugal,"Resort Hotel",1,2017,April,23,2,2,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,43
Portugal,"Resort Hotel",1,2017,April,23,2,5,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,62
Portugal,"Resort Hotel",1,2017,April,23,2,5,1,0,0,PRT,Groups,TA/TO,0,Transient-Party,62
Portugal,"Resort Hotel",1,2017,April,23,2,5,1,0,0,PRT,Groups,TA/TO,0,Transient-Party,42
Portugal,"Resort Hotel",1,2017,April,23,2,5,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Contract,41
Ireland,"Resort Hotel",1,2017,April,23,2,5,2,0,0,IRL,"Online TA",TA/TO,0,Transient,54
Netherlands,"Resort Hotel",1,2017,April,23,4,7,2,0,0,NLD,"Online TA",TA/TO,0,Transient,54
Netherlands,"Resort Hotel",1,2017,April,23,4,7,2,0,0,NLD,"Online TA",TA/TO,0,Transient,54
Portugal,"Resort Hotel",1,2017,April,24,1,1,1,0,0,PRT,Corporate,Corporate,0,Transient,53
Netherlands,"Resort Hotel",1,2017,April,24,3,6,2,0,0,NLD,"Online TA",TA/TO,0,Transient,54
Netherlands,"Resort Hotel",1,2017,April,24,3,6,2,0,0,NLD,"Online TA",TA/TO,0,Transient,81
Portugal,"Resort Hotel",1,2017,April,25,0,2,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,90
Portugal,"Resort Hotel",1,2017,April,25,0,2,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,90
Portugal,"Resort Hotel",1,2017,April,25,0,2,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,90
Portugal,"Resort Hotel",1,2017,April,25,0,2,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,90
Portugal,"Resort Hotel",1,2017,April,25,0,2,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,90
Portugal,"Resort Hotel",1,2017,April,25,0,2,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,90
Portugal,"Resort Hotel",1,2017,April,25,0,2,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,90
Finland,"Resort Hotel",1,2017,April,25,0,3,2,0,0,FIN,"Online TA",TA/TO,0,Transient,81
France,"Resort Hotel",1,2017,April,25,0,3,2,2,0,FRA,"Online TA",TA/TO,0,Transient,145
"United Kingdom","Resort Hotel",1,2017,April,25,0,3,2,2,0,GBR,"Online TA",TA/TO,0,Transient,165
Ireland,"Resort Hotel",1,2017,April,25,0,4,1,0,0,IRL,"Online TA",TA/TO,0,Transient,136
Luxembourg,"Resort Hotel",1,2017,April,25,0,4,2,0,0,LUX,"Online TA",TA/TO,0,Transient,54
France,"Resort Hotel",1,2017,April,26,2,5,2,2,0,FRA,"Online TA",TA/TO,0,Transient,155
Portugal,"Resort Hotel",1,2017,April,26,2,5,2,0,1,PRT,"Online TA",TA/TO,0,Transient,42
"United Kingdom","Resort Hotel",1,2017,April,26,1,4,2,0,0,GBR,"Online TA",TA/TO,0,Transient,81
"United Kingdom","Resort Hotel",1,2017,April,27,0,1,2,0,0,GBR,"Online TA",TA/TO,0,Transient,85
Portugal,"Resort Hotel",0,2017,April,27,0,1,2,0,0,PRT,Direct,Direct,0,Transient,76
Portugal,"Resort Hotel",1,2017,April,27,0,1,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,74
Spain,"Resort Hotel",1,2017,April,27,0,3,2,0,0,ESP,"Online TA",TA/TO,0,Transient,130
Spain,"Resort Hotel",1,2017,April,27,0,3,2,0,0,ESP,"Online TA",TA/TO,0,Transient,90
Spain,"Resort Hotel",1,2017,April,27,0,3,2,1,0,ESP,"Online TA",TA/TO,0,Transient,90
Spain,"Resort Hotel",1,2017,April,27,0,3,2,1,0,ESP,"Online TA",TA/TO,0,Transient,90
Spain,"Resort Hotel",1,2017,April,27,0,3,2,0,0,ESP,"Online TA",TA/TO,0,Transient,90
Netherlands,"Resort Hotel",1,2017,April,27,1,3,2,0,0,NLD,"Online TA",TA/TO,0,Transient,121
"United Kingdom","Resort Hotel",1,2017,April,27,2,3,2,0,0,GBR,Direct,Direct,0,Transient,100
"United Kingdom","Resort Hotel",1,2017,April,27,2,5,2,0,0,GBR,"Online TA",TA/TO,0,Transient,122
Spain,"Resort Hotel",1,2017,April,27,2,3,2,2,0,ESP,"Online TA",TA/TO,0,Transient,173
Portugal,"Resort Hotel",1,2017,April,28,0,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,96
Portugal,"Resort Hotel",1,2017,April,28,1,2,2,2,0,PRT,"Online TA",TA/TO,0,Transient,165
Portugal,"Resort Hotel",1,2017,April,28,1,2,2,1,0,PRT,Direct,Direct,0,Transient,128
Portugal,"Resort Hotel",1,2017,April,28,1,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,54
Portugal,"Resort Hotel",1,2017,April,28,1,2,2,2,0,PRT,"Online TA",TA/TO,0,Transient,113
Portugal,"Resort Hotel",1,2017,April,28,1,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,81
"United Kingdom","Resort Hotel",1,2017,April,28,2,2,2,0,0,GBR,"Online TA",TA/TO,0,Transient,104
"United Kingdom","Resort Hotel",1,2017,April,28,2,2,2,0,0,GBR,"Online TA",TA/TO,0,Transient,104
Portugal,"Resort Hotel",1,2017,April,28,2,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,111
"United Kingdom","Resort Hotel",1,2017,April,28,2,2,2,0,0,GBR,"Online TA",TA/TO,0,Transient,113
Spain,"Resort Hotel",1,2017,April,28,2,2,2,0,0,ESP,"Online TA",TA/TO,0,Transient,54
Spain,"Resort Hotel",1,2017,April,28,2,2,2,0,0,ESP,"Online TA",TA/TO,0,Transient,83
Finland,"Resort Hotel",1,2017,April,28,2,3,2,0,0,FIN,"Online TA",TA/TO,0,Transient,81
"United Kingdom","Resort Hotel",1,2017,April,28,2,3,2,0,0,GBR,"Online TA",TA/TO,0,Transient,115
Spain,"Resort Hotel",1,2017,April,29,0,1,2,0,0,ESP,"Online TA",TA/TO,0,Transient,85
"United States","Resort Hotel",1,2017,April,29,1,1,2,0,0,USA,"Online TA",TA/TO,0,Transient,111
Portugal,"Resort Hotel",1,2017,April,29,1,1,2,0,0,PRT,"Online TA",TA/TO,0,Transient,85
Portugal,"Resort Hotel",1,2017,April,29,1,1,2,0,0,PRT,"Online TA",TA/TO,0,Transient,147
Portugal,"Resort Hotel",1,2017,April,29,1,1,2,0,1,PRT,Direct,Direct,0,Transient,114
Spain,"Resort Hotel",1,2017,April,29,1,1,2,2,0,ESP,"Online TA",TA/TO,0,Transient,146
Portugal,"Resort Hotel",1,2017,April,29,1,1,2,0,0,PRT,"Online TA",TA/TO,0,Transient,85
Spain,"Resort Hotel",1,2017,April,29,1,1,2,0,0,ESP,"Online TA",TA/TO,0,Transient,121
Spain,"Resort Hotel",1,2017,April,29,1,1,2,0,0,ESP,"Online TA",TA/TO,0,Transient,81
Portugal,"Resort Hotel",1,2017,April,29,1,1,2,2,0,PRT,"Online TA",TA/TO,0,Transient,125
Portugal,"Resort Hotel",1,2017,April,29,1,1,2,2,0,PRT,"Online TA",TA/TO,0,Transient,125
Portugal,"Resort Hotel",1,2017,April,29,2,1,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,85
Portugal,"Resort Hotel",1,2017,April,29,2,1,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,85
Portugal,"Resort Hotel",1,2017,April,29,2,1,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,85
Ireland,"Resort Hotel",1,2017,April,29,2,1,2,0,0,IRL,"Online TA",TA/TO,0,Transient,78
Portugal,"Resort Hotel",1,2017,April,29,2,1,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,85
Portugal,"Resort Hotel",1,2017,April,29,2,1,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,85
Spain,"Resort Hotel",1,2017,April,29,2,1,2,2,0,ESP,"Online TA",TA/TO,0,Transient,125
Spain,"Resort Hotel",1,2017,April,29,2,1,2,2,0,ESP,"Online TA",TA/TO,0,Transient,125
Portugal,"Resort Hotel",1,2017,April,29,2,1,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,85
Portugal,"Resort Hotel",1,2017,April,29,2,1,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,85
Portugal,"Resort Hotel",1,2017,April,29,2,1,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,85
Spain,"Resort Hotel",1,2017,April,29,2,1,2,0,0,ESP,"Online TA",TA/TO,0,Transient,111
Portugal,"Resort Hotel",1,2017,April,29,2,1,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,85
Portugal,"Resort Hotel",1,2017,April,29,2,1,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,26
Portugal,"Resort Hotel",1,2017,April,29,2,1,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,85
Spain,"Resort Hotel",1,2017,April,29,2,2,2,0,0,ESP,"Online TA",TA/TO,0,Transient,108
Germany,"Resort Hotel",1,2017,April,29,2,3,1,0,0,DEU,"Online TA",TA/TO,0,Transient,115
Germany,"Resort Hotel",1,2017,April,29,2,3,1,0,0,DEU,"Online TA",TA/TO,0,Transient,115
Russia,"Resort Hotel",1,2017,April,29,2,4,2,0,0,RUS,"Online TA",TA/TO,0,Transient,92
Portugal,"Resort Hotel",1,2017,April,29,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,98
Portugal,"Resort Hotel",1,2017,April,29,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,98
Portugal,"Resort Hotel",1,2017,April,29,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,62
Portugal,"Resort Hotel",1,2017,April,29,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,87
Portugal,"Resort Hotel",1,2017,April,29,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,98
Portugal,"Resort Hotel",1,2017,April,29,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,87
Portugal,"Resort Hotel",1,2017,April,29,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,62
Portugal,"Resort Hotel",1,2017,April,29,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,98
Ireland,"Resort Hotel",1,2017,April,29,2,5,2,2,0,IRL,"Online TA",TA/TO,0,Transient,155
Portugal,"Resort Hotel",1,2017,April,29,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,98
Portugal,"Resort Hotel",1,2017,April,29,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,98
Poland,"Resort Hotel",1,2017,April,29,2,5,2,2,0,POL,Direct,Direct,0,Transient,108
Ireland,"Resort Hotel",1,2017,April,29,2,5,2,0,0,IRL,"Online TA",TA/TO,0,Transient,85
Croatia,"Resort Hotel",1,2017,April,29,2,5,2,2,0,HRV,"Online TA",TA/TO,0,Transient,120
Portugal,"Resort Hotel",1,2017,April,29,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,87
Portugal,"Resort Hotel",1,2017,April,29,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,87
Portugal,"Resort Hotel",1,2017,April,29,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,98
Spain,"Resort Hotel",1,2017,April,29,2,2,2,2,0,ESP,"Online TA",TA/TO,0,Transient,127
Portugal,"Resort Hotel",1,2017,April,29,2,5,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,48
Portugal,"Resort Hotel",1,2017,April,29,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,98
Portugal,"Resort Hotel",1,2017,April,29,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,98
Portugal,"Resort Hotel",1,2017,April,29,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,98
Portugal,"Resort Hotel",1,2017,April,29,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,87
Portugal,"Resort Hotel",1,2017,April,30,2,0,2,0,0,PRT,"Online TA",TA/TO,0,Transient,106
"United Kingdom","Resort Hotel",1,2017,April,30,2,0,2,0,0,GBR,"Online TA",TA/TO,0,Transient,102
Spain,"Resort Hotel",1,2017,April,30,2,0,2,0,0,ESP,"Online TA",TA/TO,0,Transient,102
Portugal,"Resort Hotel",1,2017,April,30,2,1,2,1,0,PRT,"Online TA",TA/TO,0,Transient,131
Portugal,"Resort Hotel",1,2017,April,30,2,3,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,48
Others,"Resort Hotel",1,2017,April,30,2,3,2,0,0,unknown,"Offline TA/TO",TA/TO,0,Transient,48
Others,"Resort Hotel",1,2017,April,30,2,3,2,0,0,unknown,"Offline TA/TO",TA/TO,0,Transient,48
Others,"Resort Hotel",1,2017,April,30,2,3,2,0,0,unknown,"Offline TA/TO",TA/TO,0,Transient,48
Others,"Resort Hotel",1,2017,April,30,2,3,2,0,0,unknown,"Offline TA/TO",TA/TO,0,Transient,48
Others,"Resort Hotel",1,2017,April,30,2,3,2,0,0,unknown,"Offline TA/TO",TA/TO,0,Transient,48
Ireland,"Resort Hotel",1,2017,April,30,2,2,2,0,0,IRL,"Online TA",TA/TO,0,Transient,100
Portugal,"Resort Hotel",1,2017,April,30,2,5,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,83
Portugal,"Resort Hotel",1,2017,April,30,2,5,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,71
Portugal,"Resort Hotel",1,2017,April,30,2,5,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,82
"United Kingdom","Resort Hotel",1,2017,April,30,2,5,2,2,0,GBR,"Online TA",TA/TO,0,Transient,130
Portugal,"Resort Hotel",1,2017,April,30,2,5,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,71
Portugal,"Resort Hotel",1,2017,April,30,2,5,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,82
Portugal,"Resort Hotel",1,2017,April,30,2,5,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,82
Portugal,"Resort Hotel",1,2017,April,30,2,5,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,71
Portugal,"Resort Hotel",1,2017,April,30,2,5,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,83
Portugal,"Resort Hotel",1,2017,April,30,2,5,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,83
Portugal,"Resort Hotel",1,2017,April,30,2,5,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,83
Portugal,"Resort Hotel",1,2017,April,30,2,5,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,83
Portugal,"Resort Hotel",1,2017,April,30,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,117
Portugal,"Resort Hotel",1,2017,April,30,2,5,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,71
Portugal,"Resort Hotel",1,2017,April,30,2,5,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,83
Portugal,"Resort Hotel",1,2017,April,30,2,5,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,83
Portugal,"Resort Hotel",1,2017,April,30,2,5,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,82
Ireland,"Resort Hotel",1,2017,April,30,2,5,2,2,0,IRL,"Online TA",TA/TO,0,Transient,155
Portugal,"Resort Hotel",1,2017,April,30,4,7,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Contract,81
Portugal,"Resort Hotel",1,2017,April,30,4,10,2,0,0,PRT,"Online TA",TA/TO,0,Transient,117
Spain,"Resort Hotel",1,2017,May,1,1,2,2,2,0,ESP,"Online TA",TA/TO,0,Transient,123
"United Kingdom","Resort Hotel",1,2017,May,1,1,2,2,0,0,GBR,"Online TA",TA/TO,0,Transient,54
"United Kingdom","Resort Hotel",1,2017,May,1,1,3,2,2,0,GBR,"Online TA",TA/TO,0,Transient,134
Ireland,"Resort Hotel",1,2017,May,1,1,3,2,2,0,IRL,"Online TA",TA/TO,0,Transient,123
Ireland,"Resort Hotel",1,2017,May,1,1,3,2,1,0,IRL,Direct,Direct,0,Transient,150
"United Kingdom","Resort Hotel",1,2017,May,1,1,4,2,0,0,GBR,"Online TA",TA/TO,0,Transient,81
"United Kingdom","Resort Hotel",1,2017,May,1,1,4,2,0,0,GBR,"Online TA",TA/TO,0,Transient,115
Romania,"Resort Hotel",1,2017,May,1,1,4,2,0,0,ROU,"Online TA",TA/TO,0,Transient,105
France,"Resort Hotel",1,2017,May,1,1,4,2,0,0,FRA,"Online TA",TA/TO,0,Transient,85
"United Kingdom","Resort Hotel",1,2017,May,1,1,4,2,2,0,GBR,"Online TA",TA/TO,0,Transient,213
"United Kingdom","Resort Hotel",1,2017,May,1,1,4,2,0,0,GBR,"Online TA",TA/TO,0,Transient,145
